Filename	StartTimeStamp	XIC_WideFrac	XIC_FWHM_Q1	XIC_FWHM_Q2	XIC_FWHM_Q3	XIC_Height_Q2	XIC_Height_Q3	XIC_Height_Q4	RT_Duration	RT_TIC_Q1	RT_TIC_Q2	RT_TIC_Q3	RT_TIC_Q4	RT_MS_Q1	RT_MS_Q2	RT_MS_Q3	RT_MS_Q4	RT_MSMS_Q1	RT_MSMS_Q2	RT_MSMS_Q3	RT_MSMS_Q4	MS1_TIC_Change_Q2	MS1_TIC_Change_Q3	MS1_TIC_Change_Q4	MS1_TIC_Q2	MS1_TIC_Q3	MS1_TIC_Q4	MS1_Count	MS1_Freq_Max	MS1_Density_Q1	MS1_Density_Q2	MS1_Density_Q3	MS2_Count	MS2_Freq_Max	MS2_Density_Q1	MS2_Density_Q2	MS2_Density_Q3	MS2_PrecZ_1	MS2_PrecZ_2	MS2_PrecZ_3	MS2_PrecZ_4	MS2_PrecZ_5	MS2_PrecZ_more	MS2_PrecZ_likely_1	MS2_PrecZ_likely_multi
QC_Shew_11_03_H_12Oct11__11-06-30	2011-10-13	0.261852	14.7321	16.4772	19.2396	0.835636	1.14303	4.361	5969.7	0.327282	0.132896	0.14859	0.391232	0.246373	0.243062	0.249068	0.261497	0.252878	0.241226	0.246885	0.25901	1.22904	1.06569	2.48176	0.760486	0.47061	0.55293	2967	0.55424	1789.5	2296	3037.5	29383	5.24067	311	552	772	0.0867508	0.232924	0.171358	0.0357349	0.00469659	0.000680666	0.0559848	0.411871
QC_Shew_11_03_pt5_e6_b_14Oct11__11-06-26	2011-10-15	0.311439	15.5593	17.144	19.785	0.990226	1.33111	4.53702	5971.93	0.30932	0.112147	0.124297	0.454236	0.257419	0.226951	0.233278	0.282353	0.259177	0.226321	0.232781	0.281721	1.20066	0.833037	1.80763	1.00818	0.48255	0.793446	2598	0.492687	1543	1945	2495	25912	4.97313	302	569.5	798	0.074946	0.248533	0.167027	0.0264356	0.00277864	0.000270145	0.0841695	0.39584
QC_Shew_11_03_Run-02_ITMSMS_21Oct11_Tiger_11-02-43	2011-10-21	0.33855	19.7867	21.5484	24.3938	0.808399	0.879056	3.23889	5939.93	0.30119	0.154797	0.134397	0.409617	0.247102	0.234073	0.247179	0.271646	0.254166	0.232126	0.24479	0.268918	1.4174	0.905214	1.86876	0.876354	0.370898	0.691224	3145	0.600115	2784	3151	3646	31118	6.00546	517	661	794	0.0926795	0.350183	0.301755	0.0637252	0.00597725	0.00115689	0.0331962	0.151327
QC_Shew_11_05_Run-13_HCD_21Oct11_Tiger_11-02-42	2011-10-22	0.310212	20.1083	22.1783	26.0419	1.74937	1.54265	3.87458	5940.31	0.24729	0.0646155	0.123752	0.564343	0.149759	0.251433	0.279537	0.319271	0.281621	0.210486	0.243901	0.263992	2.24034	2.17363	3.64546	1.84269	1.80886	1.60787	1953	0.832646	1316	2594	3118	16118	3.44412	26	45	68	0.0519916	0.398064	0.240973	0.0312694	0.00186127	6.20E-05	0.086301	0.189478
QC_Shew_11_02_0pt5-06_22Oct11_Jaguar_11-10-10	2011-10-22	0.309157	15.5273	17.0283	19.4818	0.956176	1.1437	4.68404	5970.22	0.396928	0.120161	0.109098	0.373813	0.269671	0.227563	0.227263	0.275504	0.273392	0.226105	0.226196	0.274307	1.19397	0.984695	1.81571	1.22949	0.616205	0.853975	2471	0.476305	1446.5	1891	2291	24583	4.7933	399	629	844	0.0576821	0.185901	0.202986	0.0473498	0.00671196	6.51E-04	0.058333	0.440386
QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12	2011-10-23	0.306763	15.6644	17.3077	20.3398	0.833286	1.32737	3.91692	5971.88	0.255657	0.318796	0.129579	0.295968	0.265548	0.235066	0.241406	0.25798	0.26561	0.235059	0.241353	0.257978	1.06717	0.713409	4.00706	1.97357	0.367569	0.26103	2906	0.525718	1693	2110	2555	29055	5.29572	396	607	803.5	0.106247	0.2254	0.168198	0.0387197	0.00626398	0.00082602	0.0700396	0.384306
QC_Shew_11_05_0pt5-08_23Oct11_Jaguar_11-10-12	2011-10-24	0.285349	15.4056	17.132	20.1535	0.774802	1.24395	3.72873	5970.94	0.526645	0.115055	0.111148	0.247152	0.252841	0.239939	0.248218	0.259002	0.305175	0.223198	0.230915	0.240713	1.33656	0.75875	3.93427	5.60113	0.580869	0.250878	2998	0.654191	1819.5	2208	2702	27801	5.38023	342	566	775	0.143988	0.228625	0.172943	0.0403942	0.00672638	0.000755369	0.0535952	0.352973
QC_Shew_11_03_Run-03_ITMSMS_24Oct11_Tiger_11-02-42	2011-10-24	0.358155	23.7177	26.3024	32.5508	1.0246	1.04016	2.93505	5945.14	0.270422	0.148666	0.164263	0.416648	0.244635	0.225878	0.244018	0.285469	0.244771	0.225677	0.243899	0.285654	1.10698	0.708209	1.18185	0.528805	0.239105	0.331873	1115	0.225476	2989.5	3680	4412	11146	2.26515	744	978	1290.75	0.0481787	0.421766	0.298672	0.0776063	0.00780549	0.000807465	0.0142652	0.130899
QC_Shew_11_05_Run-12_FTMSMS_24Oct11_Tiger_11-02-43	2011-10-25	0.358471	23.4968	25.8434	30.0417	1.50917	1.02372	3.25354	5940.4	0.250767	0.121232	0.119482	0.508518	0.25606	0.240941	0.245329	0.257669	0.263989	0.237976	0.243019	0.255016	1.22144	0.971726	1.64139	1.20428	0.745263	0.458386	1533	0.31482	2452	2840	3735	15170	2.81621	40	97	142	0.0529993	0.430521	0.290046	0.0447594	0.00263678	6.59E-05	0.0201055	0.158866
QC_Shew_11_03_Run-03_29Oct11_Lynx_11-09-28	2011-10-29	0.280047	35.9956	44.9048	66.0722	1.31519	1.03677	3.29868	5941.89	0.360523	0.134899	0.143236	0.361343	0.256104	0.225279	0.242079	0.276537	0.257088	0.224809	0.241648	0.276456	1.18766	0.772231	2.11255	1.13418	0.361491	0.417425	1106	0.219858	3492.5	3992.5	5088.75	11041	2.15881	711	888	1130	0.0648492	0.457386	0.257404	0.0710986	0.00941944	0.000996287	0.0128612	0.125985
QC_Shew_11_03_Run-07_29Oct11_Lynx_11-09-28	2011-10-29	0.25319	38.5459	49.2126	69.5021	1.16656	1.0163	3.16846	5946.09	0.339114	0.11844	0.128203	0.414244	0.252711	0.219092	0.238819	0.289378	0.256187	0.217888	0.237757	0.288167	1.33633	0.930051	1.93325	0.717281	0.700538	0.504976	1048	0.206053	3950.5	4929	6596.5	10423	2.06946	420	636	837	0.0604433	0.479708	0.263744	0.0697496	0.00748345	0.0011513	0.023026	0.0946944
QC_Shew_11_05_4_2Nov11_Tiger_11-09-30	2011-11-03	0.345033	20.3262	22.0591	25.2171	0.758982	1.02961	3.4731	5881.37	0.310015	0.135624	0.147864	0.406497	0.236272	0.240853	0.250173	0.272703	0.276825	0.227943	0.23695	0.258282	1.20034	0.718185	3.79111	0.848069	0.447358	0.275927	2898	0.716971	2637.25	3043	3784	27351	5.27042	674	860	1075	0.139117	0.250923	0.173412	0.0391211	0.00599612	0.000877482	0.0368177	0.353735
QC_Shew_11_05_pt5_d_18Nov11_Jaguar_11-10-08	2011-11-18	0.197466	14.5108	16.9397	20.7667	1.23707	1.74176	3.25992	5940.78	0.351824	0.104145	0.257701	0.28633	0.218924	0.219035	0.280798	0.281243	0.21898	0.218847	0.280882	0.281291	0.897132	4.32897	4.12317	0.173655	0.277453	5.76817	2421	0.540153	1795	1940	2204	24156	5.43945	175	381	547	0.140876	0.0750124	0.0196225	0.00289783	0.00016559	8.28E-05	0.0533615	0.707981
QC_Shew_11_05_pt5_e_18Nov11_Jaguar_11-10-05	2011-11-18	0.187821	16.2175	19.2142	24.0502	1.24005	1.69631	3.20478	5939.81	0.337968	0.00548554	0.0109756	0.645571	0.219464	0.218803	0.280461	0.281271	0.219842	0.218997	0.280216	0.280945	0.861556	4.16419	4.21338	0.157414	0.207323	5.78585	2420	0.539262	1998	2126	2272	24172	5.41451	122	292	516	0.140617	0.0777759	0.0180374	0.00202714	0.000124111	8.27E-05	0.0632964	0.698039
QC_Shew_11_05_5pt_2_29Nov11_Jaguar_11-09-25	2011-11-29	0.320608	20.5586	22.2171	25.1878	0.805235	1.3176	3.35398	5941.25	0.321839	0.14444	0.161377	0.372344	0.260687	0.233129	0.241903	0.26428	0.266899	0.231144	0.239907	0.262051	1.02446	0.748587	1.40355	0.547142	0.325676	0.396195	2873	0.53058	1789	2168	2568	28474	5.31604	267	470	667	0.137494	0.22143	0.145958	0.0341013	0.0060406	0.000877994	0.0637072	0.390391
QC_Shew_11_05-pt5-3_4Dec11_Cougar_11-07-23	2011-12-04	0.34021	22.3341	24.3017	27.6657	0.933142	1.10085	3.92213	5940.68	0.164729	0.155319	0.110692	0.569259	0.222537	0.234315	0.268206	0.274941	0.226103	0.190275	0.201698	0.381924	4.64806	1.21872	3.71059	5.05574	0.67896	0.6585	3230	0.747523	2799.5	3315	4050.5	26322	6.17386	176	279	385	0.11139	0.320872	0.1857	0.0376871	0.00376111	0.000455892	0.0287972	0.311337
QC_Shew_11_05-pt5-8_4Dec11_Cougar_11-07-42	2011-12-05	0.233401	15.0796	17.818	21.9047	2.7818	2.02733	4.78619	5939.09	0.130398	0.205668	0.0919108	0.572023	0.21332	0.242647	0.314689	0.229345	0.184854	0.190519	0.20068	0.423948	5.17238	1.57282	2.29641	5.02245	1.46023	1.42194	3089	0.75852	1792	3247	4052	22682	6.1494	129	260.5	407	0.128031	0.34124	0.164888	0.0290098	0.00246892	0.000308615	0.0344326	0.299621
QC_Shew_11_02_FA_Run-6_5Dec11_Cougar_11-07-42	2011-12-06	0.331874	22.4087	24.275	27.4661	0.996821	1.11813	3.69228	5941.44	0.165469	0.148989	0.125907	0.559635	0.216525	0.222328	0.241802	0.319345	0.21653	0.222305	0.241797	0.319368	1.52262	1.04418	3.82209	2.42746	0.329474	0.46337	3037	0.628106	3773	4607	5436	30370	6.31581	517	669	844	0.101844	0.21564	0.231017	0.0602239	0.00684886	0.00128416	0.0251564	0.357985
QC_Shew_11_06_PHE_Run-1_8Dec11_Cougar_11-10-09	2011-12-08	0.39434	22.8467	24.8156	28.5262	0.806165	0.954049	2.7127	5943.09	0.331464	0.146359	0.147796	0.374381	0.266089	0.213118	0.217181	0.303611	0.265839	0.213018	0.217083	0.304061	1.0179	0.662248	1.31966	0.403238	0.25957	0.449073	1855	0.368944	2222	2713	3314.5	14840	2.96344	97	126	157	0.0679245	0.351213	0.280458	0.111456	0.0223046	0.00606469	0.0177898	0.14279
QC_Shew_11_06_5pt_b2_19Dec11_Jaguar_11-09-18_B	2011-12-19	0.283563	18.336	20.1402	22.8093	0.765422	1.00608	4.35352	5940	0.377432	0.15273	0.149399	0.320438	0.264981	0.229952	0.235066	0.270001	0.273216	0.22716	0.232446	0.267178	1.53815	0.821421	2.66083	1.01954	0.271264	0.730345	2742	0.52196	1679	2146	2987	27091	5.1465	409	642	864	0.0809863	0.173526	0.157285	0.0493522	0.0113691	0.00265771	0.0510871	0.473737
QC_Shew_11_06_5pt_1_22Dec11_Jaguar_11-09-17	2011-12-23	0.2338	14.4101	16.7591	20.1836	0.709142	1.11677	4.51785	5941.4	0.343316	0.155258	0.167151	0.334274	0.257973	0.235984	0.240621	0.265422	0.266473	0.233099	0.237899	0.26253	1.19497	0.708974	4.18013	0.655691	0.228994	0.446508	2849	0.516587	1643	2086	2846	28148	5.17418	396	583	752	0.0793662	0.168857	0.139655	0.0396831	0.00969874	2.56E-03	0.0560963	0.504086
QC_Shew_11_06_5pt_10_22Dec11_Jaguar_11-09-18	2011-12-23	0.313562	20.7009	22.4676	25.4303	0.729644	0.97926	3.86613	5940.73	0.42705	0.220964	0.106112	0.245874	0.243677	0.240389	0.247753	0.268182	0.289199	0.225833	0.232607	0.252361	1.32564	0.80326	4.11733	4.21549	1.10495	0.182583	2934	0.678821	2111	2699.5	3511.75	27481	5.31169	342	530	734	0.119028	0.204359	0.160693	0.0495615	0.0118627	0.00342055	0.0451221	0.405953
QC_Shew_11_06_5pt_13_22Dec11_Jaguar_11-09-17	2011-12-24	0.294495	21.6621	23.6457	26.6263	0.700875	0.940875	3.8187	5939.79	0.391218	0.164061	0.147295	0.297426	0.235153	0.243672	0.250746	0.270429	0.299439	0.222905	0.229431	0.248225	1.43597	0.845403	4.28774	1.89849	0.48864	0.232279	2955	0.67402	2019	2626	3438	26958	5.19314	336	523	738	0.113436	0.195044	0.156169	0.0486312	0.0112397	0.00330143	0.0492618	0.422917
QC_Shew_11_06_5pt_30_22Dec11_Jaguar_11-09-18	2011-12-27	0.316359	20.5287	22.2826	25.2743	0.722229	1.00945	3.94242	5940.43	0.27894	0.236484	0.1619	0.322675	0.260954	0.233375	0.241082	0.264589	0.261304	0.233278	0.240929	0.264489	1.27293	0.735679	4.10658	1.76443	0.282851	0.196493	2855	0.525075	2185	2802	3710	28534	5.28995	356	542	729	0.118035	0.197203	0.153081	0.0478026	0.0108292	0.00353964	0.0393215	0.430189
QC_Shew_11_06_col2A_30Dec11_Cougar_11-10-11	2011-12-31	0.29709	19.382	21.19	24.3149	0.853446	1.24999	3.28407	5880.41	0.325024	0.158517	0.174855	0.341604	0.252746	0.242491	0.247629	0.257134	0.290162	0.230144	0.235432	0.244262	0.896638	0.671866	4.08259	0.822194	0.219138	0.25818	2876	0.514461	3424	4632	6221.75	27288	5.14958	756	979	1206	0.100997	0.204815	0.146951	0.0402375	0.00941806	0.00197889	0.0456977	0.449905
QC_Shew_11_06_col2C_30Dec11_Cougar_11-10-11	2012-01-01	0.305519	19.3785	21.1812	24.3262	0.782268	1.27895	3.75887	5880.99	0.338641	0.153435	0.172859	0.335066	0.253639	0.24198	0.24708	0.257301	0.299233	0.226823	0.232304	0.24164	1.01636	0.756575	4.03598	0.79061	0.270074	0.288011	2870	0.513539	3486.25	4641	6088.5	26905	5.14992	766	991	1211	0.104181	0.206133	0.156402	0.0436722	0.00847426	0.00223007	0.0432633	0.435644
QC_Shew_11_06_Col2B_4Jan12_Cougar_11-10-11	2012-01-04	0.327858	19.7357	21.5033	24.5288	0.823609	1.3032	3.66345	5881.05	0.27691	0.177093	0.199184	0.346812	0.25631	0.238532	0.243688	0.26147	0.257664	0.238062	0.243221	0.261052	0.942353	0.673589	4.03892	0.409435	0.190996	0.195431	2830	0.519827	3335.5	4508	5959.25	28247	5.21043	724	939	1165	0.0953376	0.206217	0.158141	0.0434736	0.00874429	0.00215952	0.0540234	0.431904
QC_Shew_11_06_col1_9Jan12_Cougar_11-10-09	2012-01-10	0.305112	20.261	22.4647	26.2807	0.861865	1.29793	3.40995	5880.96	0.33232	0.16517	0.179402	0.323108	0.262066	0.239227	0.244987	0.25372	0.264158	0.238505	0.244353	0.252984	0.892964	0.598981	1.36811	0.347535	0.259412	0.35086	2841	0.515378	3776	4793	6397	28324	5.15739	532	775	1085	0.109977	0.205833	0.12763	0.0343172	0.00702584	0.00204773	0.072059	0.44111
QC_Shew_11_06_Col1A_29Jan12_Cougar_11-10-09	2012-01-29	0.337943	21.6632	23.4217	26.4916	0.777743	1.03775	3.73684	5940.83	0.358929	0.195794	0.136946	0.308331	0.27726	0.225857	0.232886	0.263997	0.278357	0.225464	0.232552	0.263627	1.41914	0.844297	3.56383	2.28984	0.33151	0.178526	2948	0.567216	2900.75	3395.5	4056	29428	5.67858	502	653	816	0.139867	0.187508	0.144964	0.0468262	0.00934484	0.00220878	0.092395	0.376886
QC_Shew_11_06_200uL-inj_Run-1_2Feb12_Tiger_11-12-10	2012-02-01	0.263374	20.8964	22.6659	26.3244	0.910356	1.11924	4.04321	5939.51	0.642194	0.0681625	0.0770882	0.212555	0.250084	0.258824	0.239326	0.251765	0.325687	0.267314	0.189987	0.217012	2.12	2.0812	2.83439	3.72648	1.43645	1.01259	2976	0.712751	2268.5	3201	3727	25143	5.76438	227	687	907	0.156664	0.214414	0.068528	0.00676133	0.00063636	0.000119318	0.210277	0.3426
QC_Shew_11_06_200uL-inj_Run-4_2Feb12_Tiger_11-12-09	2012-02-01	0.262686	22.4401	24.1469	27.5083	0.925409	1.15921	3.8842	5941.12	0.636479	0.0663978	0.0762051	0.220918	0.280832	0.26099	0.214743	0.243434	0.297231	0.281787	0.194386	0.226595	2.71388	1.66381	3.17327	3.77986	1.41053	1.16211	2798	0.681735	2737	3425	3884	25757	5.72878	257	680	901	0.134371	0.202197	0.0719028	0.0100943	0.00104826	0.000388244	0.142136	0.437862
QC_Shew_11_06_Col1B_2Feb12_Cougar_11-10-09	2012-02-02	0.314518	23.126	25.0415	28.3565	0.757368	0.950144	3.78122	5941.69	0.187191	0.127652	0.233359	0.451799	0.258296	0.238484	0.24141	0.26181	0.259597	0.237999	0.240961	0.261443	1.18634	0.708893	3.05882	NULL	NULL	5.16546	3074	0.553253	2526	2809	3113	30685	5.56205	625	792	986	0.0916083	0.178687	0.144207	0.0432785	0.00778882	0.00260714	0.0490142	0.482809
QC_Shew_11_06_Col1B_8Feb12_Cougar_11-10-09	2012-02-12	0.297355	21.2837	23.271	26.2555	0.776218	0.974286	3.49285	5940.7	0.32262	0.153822	0.128119	0.395439	0.224523	0.243083	0.245041	0.287353	0.29494	0.218111	0.223532	0.263418	1.46891	0.881712	1.89391	0.705522	0.356856	0.602154	2994	0.711765	2860	3319	4080.5	27109	5.33687	499	654	823	0.0846582	0.211959	0.166292	0.0511269	0.0114722	0.00409458	0.028367	0.44203
QC_Shew_11_06_Col2B_8Feb12_Cougar_11-10-11	2012-02-12	0.266058	23.1305	25.219	28.4362	0.764236	1.00439	3.57017	5940.58	0.323711	0.157376	0.130847	0.388066	0.227248	0.24301	0.244716	0.285025	0.294585	0.21893	0.224415	0.26207	1.12116	0.915726	1.98011	0.7143	0.343004	0.648861	2964	0.710616	2941.75	3393	4283.5	26964	5.31404	482	637	813	0.0784008	0.207239	0.14931	0.0442813	0.0100875	0.00278149	0.0311526	0.476747
QC_Shew_11_06_Col1B_16Feb12_Cougar_11-03-14	2012-02-16	0.311255	22.4821	24.3058	27.4388	0.804447	1.03877	3.49537	5941.38	0.30604	0.161129	0.157925	0.374906	0.257077	0.233524	0.235885	0.273513	0.258418	0.233108	0.235417	0.273057	1.2197	0.737691	3.8009	0.438587	0.338336	0.224238	2973	0.547321	2412	2772	3086	29667	5.48298	652.5	842	1046	0.061078	0.182358	0.156504	0.043213	0.00798867	0.00202245	0.0540331	0.492803
QC_Shew_11_06_Col2B_16Feb12_Cougar_11-03-15	2012-02-16	0.318969	20.9161	22.657	25.6227	0.825421	1.01924	3.47334	5940.31	0.330139	0.140858	0.140889	0.388114	0.259136	0.230787	0.232675	0.277403	0.261987	0.229893	0.231703	0.276416	1.36052	0.748152	1.67979	0.549271	0.339746	0.471836	2906	0.539185	2354	2693	3005	28937	5.42429	657	839	1026	0.0636555	0.180703	0.162698	0.0445105	0.00843211	0.00162422	0.0466876	0.491689
QC_Shew_11_06_Col2C_16Feb12_Cougar_11-03-15	2012-02-17	0.321278	20.7606	22.4486	25.3516	0.834843	1.00406	3.61185	5940.84	0.33442	0.140607	0.144663	0.38031	0.25883	0.231274	0.23248	0.277416	0.261945	0.230174	0.231513	0.276368	1.42349	0.68413	1.75065	0.540989	0.333969	0.449012	2900	0.540938	2355.5	2715	3043	28866	5.44357	653	840	1025	0.0611446	0.180905	0.165593	0.0457978	0.00800249	0.00204393	0.0491928	0.487321
QC_Shew_11_06_Col2A_23Feb12_Cougar_11-03-15	2012-02-23	0.254068	24.3551	27.3481	34.077	0.816446	0.996214	3.82404	5941.25	0.248598	0.147547	0.15369	0.450165	0.255178	0.233635	0.239896	0.271291	0.25785	0.232798	0.239018	0.270334	0.946764	0.695984	1.58202	0.843518	0.249885	0.540226	2906	0.535806	2512	2655.5	2808	28945	5.37848	730	958	1190	0.0692693	0.1981	0.148489	0.0201071	0.00103645	0.00020729	0.042598	0.520193
QC_Shew_11_06_Col1_26Feb12_Cougar_11-03-14	2012-02-26	0.271299	25.2659	27.9267	33.1041	0.806073	0.95376	3.60608	5942.1	0.27425	0.143427	0.152293	0.43003	0.25581	0.231267	0.237552	0.27537	0.257472	0.23061	0.237089	0.274829	0.986373	0.698397	1.4853	0.799678	0.281234	0.364453	2819	0.524662	2579	2783	3186.5	28124	5.28303	717	936	1138	0.0546864	0.197803	0.159437	0.0322145	0.00462239	0.00128005	0.0411392	0.508818
QC_Shew_11_06_Col1C_27Feb12_Cougar_12-02-24	2012-02-28	0.317488	23.6154	25.719	29.5679	0.810947	1.04277	3.62546	5940.3	0.316673	0.145009	0.153212	0.385106	0.261258	0.230033	0.233703	0.275006	0.262524	0.229641	0.233229	0.274606	1.20527	0.688243	1.62885	0.435416	0.312536	0.421128	2831	0.529155	2590	2813	3121	28253	5.31659	643	828	1021	0.0596751	0.212721	0.173504	0.0433228	0.00594627	0.00138038	0.0406329	0.462818
QC_Shew_11_06_200ng_3_7Mar12_Lynx_12-02-29	2012-03-07	0.166774	23.3702	28.4315	35.452	0.971256	1.24589	3.27558	10500.4	0.489833	0.163719	0.208862	0.137586	0.270699	0.223978	0.25049	0.254833	0.311061	0.241924	0.224831	0.222184	2.34078	0.89782	1.71072	1.84087	0.286729	0.910891	4806	0.6417	1023	1216	1370	41829	4.81476	294	500	721	0.0670587	0.134859	0.0930933	0.020799	0.00310789	0.000358603	0.069306	0.611418
QC_Shew_11_06_5pt_1_12Mar12_Cougar_12-03-19	2012-03-12	0.219181	4.37131	5.09913	10.6905	0.525026	0.945706	3.00437	5940.37	0.205744	0.259482	0.272226	0.262548	0.249448	0.250448	0.249803	0.250301	0.245067	0.251645	0.251949	0.251338	0.806876	0.562762	2.31309	0.11172	0.135691	0.913381	2315	0.397282	858	934	1032	20061	3.64419	7	14	25	0.0650017	0.00219331	0.000797567	0	0	0	0.67863	0.253377
