Filename	StartTimeStamp	XIC-WideFrac	XIC-FWHM-Q1	XIC-FWHM-Q2	XIC-FWHM-Q3	XIC-Height-Q2	XIC-Height-Q3	XIC-Height-Q4	RT-Duration	RT-TIC-Q1	RT-TIC-Q2	RT-TIC-Q3	RT-TIC-Q4	RT-MS-Q1	RT-MS-Q2	RT-MS-Q3	RT-MS-Q4	RT-MSMS-Q1	RT-MSMS-Q2	RT-MSMS-Q3	RT-MSMS-Q4	MS1-TIC-Change-Q2	MS1-TIC-Change-Q3	MS1-TIC-Change-Q4	MS1-TIC-Q2	MS1-TIC-Q3	MS1-TIC-Q4	MS1-Count	MS1-Freq-Max	MS1-Density-Q1	MS1-Density-Q2	MS1-Density-Q3	MS2-Count	MS2-Freq-Max	MS2-Density-Q1	MS2-Density-Q2	MS2-Density-Q3	MS2-PrecZ-1	MS2-PrecZ-2	MS2-PrecZ-3	MS2-PrecZ-4	MS2-PrecZ-5	MS2-PrecZ-more	MS2-PrecZ-likely-1	MS2-PrecZ-likely-multi
TCGA-AA-A00R-01A-31_W_VU_20121228_A0218_8E_R_FR09	2012-12-28T13:23:14Z	0.323939	14.4463	16.2011	19.8857	0.754069	0.849383	3.72753	4798.84	0.260287	0.100027	0.0741046	0.565581	0.247659	0.325937	0.213952	0.212452	0.263555	0.148764	0.147008	0.440673	1.53199	1.75917	3.74118	1.45706	2.23894	2.18958	3396	1.0775	1519.5	2476	3024.25	10928	4.89786	565	724	874	0	0.644857	0.284682	0.0520681	0.0122621	0.00613104	0	0
TCGA-AA-A00R-01A-31_W_VU_20121228_A0218_8E_R_FR10	2012-12-28T15:01:27Z	0.329484	14.2796	16.0182	19.5024	0.737485	0.788505	4.01181	4799.47	0.257892	0.106488	0.0935589	0.542061	0.23822	0.323047	0.227147	0.211586	0.248414	0.134085	0.134668	0.482833	1.53411	1.78849	4.48024	1.57479	2.29777	2.78505	3339	1.05663	1424.5	2509	3037	10565	4.79862	566	726	874	0	0.646569	0.289162	0.0492191	0.011169	0.00388074	0	0
TCGA-AA-A00R-01A-31_W_VU_20121228_A0218_8E_R_FR11	2012-12-28T16:39:39Z	0.311976	14.5851	16.3886	19.8608	0.752357	0.764123	4.49863	4798.75	0.304068	0.0791073	0.0788468	0.537978	0.227684	0.321307	0.233783	0.217227	0.255176	0.129088	0.12661	0.489127	1.54785	1.75509	4.34848	1.49974	2.30837	2.67964	3447	1.0737	1551.5	2395	2981	10504	4.85868	570	721	871	0	0.642898	0.272182	0.0645468	0.0139947	0.00637852	0	0
TCGA-AA-A00R-01A-31_W_VU_20121228_A0218_8E_R_FR12	2012-12-28T18:17:49Z	0.320292	13.9666	15.5463	19.3485	0.705146	0.822167	4.57948	4799.72	0.285854	0.0996102	0.0764888	0.538047	0.229551	0.316656	0.242535	0.211257	0.281846	0.136373	0.137163	0.444618	1.39799	2.04679	4.18029	1.31844	2.49435	2.39187	3385	1.04694	1475	2435	2993	10403	4.90858	558	718	871	0	0.624531	0.290205	0.0652696	0.012977	0.00701721	0	0
TCGA-AA-A00R-01A-31_W_VU_20121228_A0218_8E_R_FR13	2012-12-28T19:56:03Z	0.313378	13.8588	15.6653	18.7367	0.721154	0.793399	5.02845	4798.88	0.217019	0.0762958	0.122911	0.583774	0.217055	0.314829	0.249199	0.218918	0.276635	0.124516	0.131746	0.467104	1.51275	2.04696	5.15883	1.45181	2.71787	3.06485	3446	1.05674	1481.25	2355	3008	10390	5.02463	562	723	879	0	0.646679	0.278633	0.0498556	0.0146295	0.0102021	0	0
TCGA-AA-A00R-01A-31_W_VU_20121228_A0218_8E_R_FR14	2012-12-28T21:34:16Z	0.316939	13.6312	15.1159	18.3616	0.781926	0.839086	4.90511	4798.86	0.26364	0.0516243	0.112542	0.572193	0.213729	0.311042	0.254494	0.220734	0.273652	0.122286	0.130789	0.473272	1.61112	1.89082	4.84771	1.61939	2.3266	3.19456	3431	1.06309	1488	2336	3010	10532	5.04775	552	708	866	0	0.644512	0.276681	0.05564	0.0117736	0.0113938	0	0
TCGA-AA-A00R-01A-31_W_VU_20121228_A0218_8E_R_FR15	2012-12-28T23:12:28Z	0.313714	14.4788	16.3436	19.4887	0.783089	0.879637	4.04538	4799.82	0.290524	0.0426353	0.121658	0.545183	0.235763	0.333323	0.217625	0.213289	0.256821	0.120187	0.133361	0.489631	1.48683	1.74042	3.86902	1.52107	1.63349	2.91586	3376	1.0798	1527	2306	2924	9990	4.84856	528	702	865	0	0.638639	0.293393	0.0467467	0.0107107	0.0105105	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR01	2013-02-01T15:03:44Z	0.319412	16.1147	17.7701	21.4105	0.755439	0.825485	2.95928	4799.7	0.320143	0.090393	0.0853633	0.504101	0.19543	0.341933	0.284078	0.178559	0.281699	0.108047	0.109511	0.500743	0.868646	1.40536	4.8595	0.23483	1.21861	4.10947	3623	1.13491	1046	1283	3085	8500	4.82324	483	667	837	0	0.559176	0.362471	0.0676471	0.00941176	0.00129412	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR02	2013-02-01T16:41:56Z	0.325747	16.0343	17.8562	21.7479	0.773451	0.764147	4.47057	4799.34	0.353009	0.088822	0.0666171	0.491552	0.190597	0.33521	0.299612	0.174582	0.270432	0.114329	0.115367	0.499872	0.868456	1.56504	6.44279	0.26445	1.72619	5.25452	3541	1.13639	1034	1258	3112	8964	4.99638	492	675	835	0	0.546073	0.372378	0.0699465	0.0100402	0.0015618	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR03	2013-02-01T18:20:09Z	0.317296	15.9401	17.7602	21.4103	0.760758	0.811318	4.623	4799.39	0.338926	0.0554977	0.0983361	0.507241	0.203749	0.360732	0.2585	0.177019	0.27009	0.107765	0.118234	0.503911	0.916114	1.71815	4.832	0.351645	1.66253	3.84342	3603	1.13435	1061	1447	3025	8771	4.84218	473	654	821	0	0.561624	0.372477	0.0539277	0.00991905	0.00205222	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR04	2013-02-01T19:58:20Z	0.318229	16.4264	18.2255	21.8588	0.858151	0.813812	4.43277	4799.75	0.324187	0.0431455	0.0834048	0.549262	0.23264	0.344776	0.24766	0.174924	0.247148	0.109743	0.12044	0.522669	0.936779	1.6303	4.49368	0.437575	1.51668	3.69133	3522	1.12978	1076	1786	2935.75	8761	4.68191	462	650	824	0	0.605524	0.336035	0.051364	0.00490812	0.0021687	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR05	2013-02-01T21:36:33Z	0.325993	16.3619	17.9571	21.8313	0.837066	0.862994	4.09905	4799.05	0.320164	0.0556225	0.0563132	0.5679	0.24371	0.33548	0.245566	0.175245	0.230348	0.112707	0.118781	0.538164	0.985703	1.69874	4.36965	0.461524	1.85211	3.65186	3537	1.13064	1090	1959	2867	8583	4.60627	472.5	646	804	0	0.615519	0.324595	0.0531283	0.00524292	0.00151462	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR06	2013-02-01T23:14:45Z	0.326891	16.5557	18.4633	21.7046	0.798043	0.844133	4.82815	4799.63	0.327952	0.0396333	0.0581638	0.57425	0.230423	0.34164	0.248587	0.179351	0.26667	0.102837	0.106909	0.523583	0.867357	1.69764	4.58173	0.405859	1.65033	4.07998	3606	1.12883	1067	1810	2816.5	7917	4.68843	470	642	800	0	0.600859	0.333333	0.0570923	0.00669445	0.00202097	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR07	2013-02-02T00:52:57Z	0.325123	15.9312	17.6751	20.8054	0.74947	0.812755	3.21952	4799.69	0.318259	0.060142	0.059671	0.561928	0.21919	0.34918	0.251606	0.180024	0.237348	0.11028	0.115714	0.536659	0.896134	1.73839	4.33968	0.405149	1.58107	3.48605	3620	1.12695	1077	1733	2867	8160	4.59505	463	648	810	0	0.594608	0.34424	0.0503676	0.00955882	0.00122549	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR08	2013-02-02T02:31:09Z	0.328924	16.2129	17.9476	21.384	0.703826	0.862595	3.65294	4799.6	0.299037	0.0770375	0.0797685	0.544157	0.220165	0.350272	0.24851	0.181053	0.233793	0.110616	0.114223	0.541368	0.965298	1.45181	3.88674	0.405168	1.42688	3.01971	3645	1.1262	1074	1703	2770	7333	4.1377	472	663	813	0	0.636983	0.331106	0.0275467	0.00340925	0.000954589	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR09	2013-02-02T04:09:21Z	0.328373	16.0694	18.0062	21.5696	0.697697	0.898259	4.27881	4798.89	0.276331	0.0877275	0.0703723	0.565569	0.235348	0.341995	0.245179	0.177477	0.248205	0.116223	0.118916	0.516655	0.939627	1.73373	4.39413	0.448256	1.59132	3.79941	3577	1.12632	1082	1924	2860	8198	4.3619	473	650	811	0	0.648329	0.316175	0.0326909	0.0019517	0.000853867	0	0
TCGA-AA-A00U-01A-41_W_VU_20130201_A0218_9J_R_FR10	2013-02-02T05:47:34Z	0.327489	16.1757	17.9616	21.3729	0.669936	0.898356	3.3588	4799.04	0.281282	0.0942728	0.0873722	0.537073	0.219226	0.35075	0.251103	0.178921	0.29485	0.117075	0.12135	0.466725	0.898636	1.67537	4.9513	0.393938	1.5741	4.22967	3560	1.11739	1081	1820.5	2847.25	8327	4.41141	468	653	816	0	0.642608	0.318482	0.0353068	0.00288219	0.000720548	0	0
TCGA-AA-A00U-01A-41_W_VU_20130202_A0218_9J_R_FR11	2013-02-02T07:25:46Z	0.327801	16.2184	17.9625	21.3247	0.746355	0.806784	4.75844	4799.24	0.305092	0.0714387	0.0553629	0.568106	0.2231	0.351188	0.24711	0.178602	0.219905	0.12621	0.132199	0.521686	0.928185	1.77844	4.43504	0.43123	1.62774	4.00134	3503	1.11213	1047	1703	2875	8255	4.34381	467	643	813	0	0.66275	0.305027	0.0295578	0.00169594	0.00096911	0	0
TCGA-AA-A00U-01A-41_W_VU_20130202_A0218_9J_R_FR12	2013-02-02T09:03:58Z	0.327511	15.8635	17.4307	20.6199	0.781796	0.713397	4.46892	4799.58	0.274352	0.0746953	0.0994035	0.551549	0.223452	0.343175	0.253348	0.180025	0.269653	0.109108	0.117346	0.503894	0.966715	1.88202	4.60482	0.444899	1.8794	3.67558	3556	1.11379	1046.75	1792.5	3007	8473	4.81004	482	660	826	0.000118022	0.621268	0.328927	0.043078	0.00613714	0.000472088	0	0
TCGA-AA-A00U-01A-41_W_VU_20130202_A0218_9J_R_FR13	2013-02-02T10:42:10Z	0.31887	16.1332	17.9081	21.5516	0.705793	0.873841	3.76161	4799.17	0.273686	0.0587307	0.119503	0.54808	0.206204	0.354509	0.260473	0.178814	0.272473	0.116079	0.124074	0.487374	0.909074	1.90149	5.27612	0.393171	1.80042	4.16134	3525	1.12141	1082	1489	3048	8781	4.69793	470	654	825	0	0.643662	0.317731	0.033823	0.00364423	0.00113882	0	0
TCGA-AA-A00U-01A-41_W_VU_20130202_A0218_9J_R_FR14	2013-02-02T12:20:22Z	0.32307	15.6398	17.5498	20.4249	0.860386	0.865754	4.30557	4799.51	0.289226	0.0454682	0.107186	0.558119	0.195983	0.354305	0.269037	0.180675	0.278904	0.111971	0.120749	0.488375	0.950857	1.86776	5.12703	0.379324	1.69368	4.31957	3561	1.13237	1099	1419	3049	8834	4.81475	471	655	818	0	0.621915	0.337673	0.0369029	0.00226398	0.00124519	0	0
TCGA-AA-A00U-01A-41_W_VU_20130202_A0218_9J_R_FR15	2013-02-02T13:58:37Z	0.327628	15.8956	17.7311	21.2181	0.658402	0.860561	4.29776	4799.46	0.307722	0.0518882	0.129648	0.510742	0.201647	0.365845	0.246205	0.186303	0.302042	0.0993879	0.107783	0.490787	0.860405	1.36568	4.33965	0.387351	1.23193	3.6785	3652	1.12154	1078	1369	2773	7011	4.2308	473	649	794.5	0	0.661532	0.306518	0.0278134	0.00313793	0.000998431	0	0
TCGA-AA-A010-01A-31_W_VU_20120925_A0218_3J_R_FR01	2012-09-25T19:54:10Z	0.317849	16.3492	18.3057	21.9333	0.952525	0.926629	3.61829	4799.86	0.260088	0.0718214	0.108516	0.559574	0.244674	0.337585	0.259528	0.158213	0.228583	0.126965	0.14241	0.502041	1.02824	2.41891	5.70611	0.193656	3.11587	3.76622	3283	1.09785	1332.5	2102	3216.5	10785	4.68175	525	697	886	0	0.621604	0.314604	0.058229	0.00528512	0.000278164	0	0
TCGA-AA-A010-01A-31_W_VU_20120925_A0218_3J_R_FR02	2012-09-25T21:32:22Z	0.322797	17.5101	19.7917	24.0021	0.860187	0.845569	4.1888	4799.18	0.280178	0.057938	0.120599	0.541286	0.260114	0.329025	0.253737	0.157123	0.224419	0.130608	0.143858	0.501114	1.07829	2.66688	4.8232	0.228094	3.22762	3.33833	3214	1.09198	1262.25	2010.5	3188	11041	4.85826	560	715	891	0	0.626393	0.305045	0.0577846	0.00969115	0.00108686	0	0
TCGA-AA-A010-01A-31_W_VU_20120925_A0218_3J_R_FR03	2012-09-25T23:10:35Z	0.314809	17.4265	19.5674	23.6086	0.797032	0.879291	4.23784	4799.9	0.233252	0.0701324	0.0738645	0.622751	0.254459	0.321026	0.243898	0.180617	0.222197	0.132917	0.142246	0.502639	1.20807	2.48479	3.62024	0.724306	2.82722	2.54368	3204	1.09529	1556	2406	3103.5	10365	4.64808	550	717	880	0	0.65152	0.294549	0.0465027	0.0062711	0.00115774	0	0
TCGA-AA-A010-01A-31_W_VU_20120925_A0218_3J_R_FR04	2012-09-26T00:48:47Z	0.304855	17.9983	20.208	24.4627	0.831333	0.889903	4.32598	4800.45	0.21832	0.0990119	0.0638325	0.618835	0.258299	0.333467	0.238445	0.169789	0.219479	0.130863	0.142308	0.50735	0.975124	1.89076	3.71701	0.331065	2.50093	2.61972	3331	1.08313	1997	2609	3018	10195	4.40617	501	697	863	0	0.646984	0.301618	0.0450221	0.00490436	0.00147131	0	0
TCGA-AA-A010-01A-31_W_VU_20120925_A0218_3J_R_FR05	2012-09-26T02:26:59Z	0.316817	17.6727	19.7164	23.8916	0.91033	1.03132	4.11428	4798.88	0.183106	0.135332	0.0574255	0.624137	0.236767	0.329202	0.262357	0.171674	0.22552	0.141553	0.148546	0.484381	1.25882	2.49564	3.73972	0.68201	3.18564	2.21838	3108	1.09588	1568.75	2310.5	3049	10757	4.52212	551	714	886	0	0.632611	0.281398	0.0689783	0.0155248	0.0014874	0	0
TCGA-AA-A010-01A-31_W_VU_20120925_A0218_3J_R_FR06	2012-09-26T04:05:08Z	0.307472	17.6234	19.8943	23.8104	0.768941	0.797778	4.28825	4798.99	0.18155	0.10927	0.0996848	0.609495	0.248914	0.338963	0.244607	0.167517	0.226783	0.146339	0.146822	0.480057	1.1075	2.042	4.93324	0.713461	2.54924	2.45148	3250	1.09506	1370.25	2126	3194.75	10144	4.46426	544	721	900	0	0.604692	0.327484	0.0564866	0.00985804	0.00147871	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR07	2012-09-26T05:43:20Z	0.312359	17.3058	19.1941	23.1459	0.782045	0.845381	3.71173	4799.67	0.188403	0.0708873	0.137594	0.603116	0.238517	0.355651	0.244101	0.16173	0.219705	0.139727	0.139195	0.501373	1.05569	1.92999	4.02928	0.524292	2.4919	2.57961	3300	1.1007	1330	2048.5	3141.25	10219	4.50987	528.5	706	892	0	0.635679	0.304041	0.0515706	0.0070457	0.00166357	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR08	2012-09-26T07:21:33Z	0.327346	17.2004	19.3959	22.7162	0.824764	0.980456	3.51422	4799	0.192361	0.0982565	0.120073	0.589309	0.214783	0.343224	0.272858	0.169135	0.22177	0.141505	0.140425	0.4963	1.0615	1.70257	3.3776	0.731155	2.17893	2.11847	3225	1.11322	1238	2016	3171	10634	4.54768	529	685	853	0	0.610777	0.305341	0.0746662	0.00846342	0.000752304	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR09	2012-09-26T08:59:45Z	0.319842	17.02	18.9642	22.4289	0.906047	0.95823	4.50831	4799.62	0.197311	0.0636906	0.135359	0.603639	0.222128	0.338371	0.273753	0.165748	0.198345	0.144037	0.144328	0.513289	1.05553	1.94626	3.79874	0.326081	2.79734	2.26267	3233	1.09646	1434	2162	3154	10896	4.79869	546	702	886.25	0	0.615455	0.314978	0.0615822	0.00688326	0.00110132	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR10	2012-09-26T10:37:59Z	0.315251	16.8474	18.6124	22.191	0.676408	0.827157	4.10531	4799.39	0.202409	0.0890424	0.124552	0.583997	0.22457	0.362944	0.251051	0.161436	0.223834	0.132009	0.135543	0.508615	1.01636	1.90648	3.6284	0.195489	2.56093	1.957	3372	1.10398	1261	2041	3080.5	9973	4.22287	536	707	891	0	0.626391	0.302617	0.0609646	0.00932518	0.000701895	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR11	2012-09-26T12:16:12Z	0.307252	15.3569	16.9264	19.7719	0.810772	0.916632	4.52196	4799.79	0.201089	0.0519711	0.12701	0.619931	0.218169	0.358392	0.256481	0.166958	0.23228	0.123679	0.13332	0.510721	1.06918	1.92434	4.49295	0.257477	2.23226	3.25046	3480	1.14081	1320.75	2083	3092	9598	4.54258	523	698	889	0	0.619712	0.318608	0.0534486	0.007189	0.00104188	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR12	2012-09-26T13:54:24Z	0.309894	15.5911	17.4063	20.8722	0.808435	0.950418	4.36734	4799.29	0.208485	0.0470163	0.113972	0.630527	0.231349	0.350791	0.247226	0.170634	0.194715	0.11962	0.131338	0.554327	1.04102	1.92587	4.33892	0.241895	2.30079	2.63191	3559	1.15852	1218.5	2090	3000.5	9016	4.51592	537.75	712	898	0	0.67724	0.273957	0.0401508	0.00765306	0.000998225	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR13	2012-09-26T15:32:36Z	0.305562	15.4238	17.0198	20.1253	0.8946	0.945445	3.85505	4799.56	0.233129	0.044031	0.102	0.62084	0.245562	0.340161	0.246564	0.167712	0.192468	0.120676	0.137279	0.549577	1.02553	1.99136	5.11554	0.344135	2.21571	3.24899	3508	1.13014	1240.75	2010.5	3000.25	9314	4.59969	522	692	878	0	0.646554	0.299979	0.043805	0.00751557	0.00214731	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR14	2012-09-26T17:10:48Z	0.30114	16.0725	17.85	21.3737	0.885267	0.90705	4.15829	4799.66	0.252797	0.0386034	0.0990455	0.609554	0.265851	0.327908	0.242386	0.163854	0.213261	0.1223	0.136762	0.527677	1.1038	1.83441	4.95923	0.227781	2.28681	3.24618	3418	1.09739	1240.25	2139.5	3047.75	9733	4.50902	503	679	874	0	0.638138	0.307305	0.0458235	0.00801397	0.000719203	0	0
TCGA-AA-A010-01A-31_W_VU_20120926_A0218_3J_R_FR15	2012-09-26T18:49:00Z	0.304042	16.6685	18.5907	22.7139	0.947865	0.970263	4.43721	4799.58	0.239644	0.058259	0.102334	0.599762	0.273384	0.327302	0.245382	0.153932	0.179651	0.136444	0.153354	0.530551	1.13778	2.32895	3.94767	0.287956	2.80265	2.49519	3192	1.09448	1268.75	2242	3116.75	10788	4.56397	509	669.5	872	0	0.663515	0.278365	0.0519095	0.00602521	0.000185391	0	0
TCGA-AA-A017-01A-22_W_VU_20120817_A0218_2B_R_FR01	2012-08-17T23:49:24Z	0.287559	10.5682	12.0166	14.3734	1.06597	1.00245	3.33419	4798.92	0.281325	0.047395	0.0538679	0.617412	0.261366	0.295827	0.270985	0.171822	0.213418	0.110448	0.111917	0.564217	1.37678	2.98653	3.53815	0.399059	2.75133	2.57496	3070	0.95502	1837	2443	3329	9758	5.14985	323	468	618	0	0.642857	0.309182	0.0416069	0.00553392	0.00081984	0	0
TCGA-AA-A017-01A-22_W_VU_20120817_A0218_2B_R_FR02	2012-08-18T01:27:36Z	0.30392	10.6757	11.9298	14.1546	1.02665	0.981241	3.78002	4799.41	0.287421	0.0519743	0.0584611	0.602144	0.262615	0.287393	0.277227	0.172765	0.215004	0.11742	0.116347	0.551228	1.41788	3.13297	3.89201	0.36223	2.98758	2.81191	3054	0.938133	1763	2005	3422.75	10256	5.04945	333	485	628	0	0.611642	0.320105	0.0610374	0.00604524	0.00117005	0	0
TCGA-AA-A017-01A-22_W_VU_20120817_A0218_2B_R_FR03	2012-08-18T03:05:50Z	0.290415	10.4328	11.7256	14.1801	0.928633	0.96713	3.85905	4799.43	0.252702	0.0815275	0.0553001	0.61047	0.258156	0.300317	0.271292	0.170235	0.212726	0.117825	0.114049	0.5554	1.33674	3.32415	3.29706	0.30086	3.12147	2.33378	3123	0.988406	1365	2174	3453	10089	5.04956	333	490	635	0	0.614927	0.329369	0.0506492	0.00426207	0.000792943	0	0
TCGA-AA-A017-01A-22_W_VU_20120817_A0218_2B_R_FR04	2012-08-18T04:44:00Z	0.299772	11.1619	12.6577	15.3866	0.863066	0.998085	2.97664	4799.39	0.230109	0.110221	0.0563103	0.60336	0.251118	0.296145	0.276858	0.175878	0.210704	0.12125	0.113666	0.55438	1.36728	3.09708	3.31034	0.36752	3.1205	1.89612	3050	0.969779	1786	2370	3457.75	10091	4.91661	323	488	635	0	0.618967	0.318006	0.0538103	0.00782876	0.00138737	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR05	2012-08-18T06:22:12Z	0.298046	11.0328	12.3877	14.7459	0.882555	0.991894	3.13824	4799.15	0.193513	0.125788	0.0804755	0.600224	0.247985	0.30751	0.273692	0.170813	0.211194	0.124113	0.114681	0.550012	1.21946	3.52735	3.03085	0.266005	3.21563	2.00725	3099	0.97782	1395	1809	3574	9928	4.79763	318	496	663	0	0.64021	0.310536	0.0427075	0.00574134	0.000805802	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR06	2012-08-18T08:00:24Z	0.294853	11.6514	13.0909	15.8124	0.852335	1.02942	3.38469	4799.62	0.185331	0.0819828	0.122252	0.610435	0.236055	0.300635	0.285064	0.178246	0.210525	0.12136	0.118008	0.550107	1.40076	3.14393	2.90845	0.347174	3.22104	2.34859	3063	0.964109	1731	1939	3603.5	10005	4.91634	315	482	649	0	0.663068	0.293553	0.0372814	0.00489755	0.0011994	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR07	2012-08-18T09:38:36Z	0.294704	10.7844	12.2259	14.56	0.877211	0.962809	3.22062	4799.31	0.194657	0.0655432	0.131149	0.608651	0.236921	0.315196	0.273152	0.174731	0.205391	0.117253	0.121755	0.5556	1.3677	3.02324	3.0673	0.362614	2.96465	1.8928	3062	0.96361	1762	1971.5	3553.75	9630	4.92196	317	478	650	0	0.671859	0.280374	0.0421599	0.00477674	0.000830737	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR08	2012-08-18T11:16:48Z	0.276648	10.1654	11.4523	13.8568	0.918144	0.970972	3.97717	4799.3	0.203224	0.048104	0.122866	0.625806	0.236927	0.304044	0.279181	0.179848	0.20706	0.113295	0.123815	0.555829	1.27568	3.29974	3.65304	0.324409	3.13874	2.9493	3088	0.97616	1772.75	2024.5	3640	9832	5.00706	313	480	650	0	0.676058	0.2857	0.0356998	0.00203417	0.000508544	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR09	2012-08-18T12:54:58Z	0.298556	11.3623	12.8956	15.3495	0.942025	0.945743	3.55068	4799.67	0.20142	0.0483799	0.096062	0.654138	0.237275	0.315943	0.271326	0.175455	0.205983	0.108464	0.124771	0.560781	1.36133	3.05122	3.10681	0.361562	2.91411	2.07656	3080	0.971142	1808	2050.5	3575.5	9623	5.09595	318	480	653	0	0.702484	0.266757	0.0259794	0.00415671	0.000623506	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR10	2012-08-18T14:33:10Z	0.308473	11.2122	12.6275	15.2949	0.973812	1.14455	3.45243	4798.84	0.211716	0.045663	0.0623787	0.680243	0.234904	0.314453	0.273894	0.17675	0.210238	0.104103	0.124631	0.561027	1.36041	2.90349	3.1293	0.384824	2.83946	2.35095	3083	0.961495	1839	2118	3471.5	9560	5.01454	303	462	635	0	0.719874	0.250523	0.0261506	0.00313808	0.000313808	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR11	2012-08-18T16:11:22Z	0.30274	10.7621	12.0431	14.1896	0.994267	0.984248	4.05311	4799.29	0.211025	0.0468189	0.0603159	0.68184	0.227619	0.317424	0.27697	0.177987	0.222911	0.100998	0.121004	0.555087	1.2946	2.69343	3.86013	0.346151	2.59866	2.98528	3110	0.969711	1834	2113	3399.5	9087	5.04197	313	477	651	0	0.718059	0.249037	0.0274018	0.00484208	0.000660284	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR12	2012-08-18T17:49:34Z	0.275921	10.9531	12.3933	15.1975	1.00066	1.12616	3.93463	4799.76	0.230769	0.0440002	0.043886	0.681344	0.2294	0.310313	0.281943	0.178344	0.22237	0.0999767	0.119972	0.557681	1.28719	2.9132	3.71465	0.359871	2.75712	3.02949	3106	0.94926	1865	2107	3374.25	9336	5.04868	297	462	632	0	0.719473	0.251178	0.0265638	0.00257069	0.000214225	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR13	2012-08-18T19:27:46Z	0.287096	11.1595	12.7943	15.699	1.01137	1.11084	3.58187	4799.23	0.256222	0.0325304	0.0511191	0.660128	0.248668	0.302625	0.27281	0.175896	0.217465	0.103756	0.119816	0.558963	1.33049	2.96321	3.55413	0.363355	2.81153	2.86969	3061	0.944354	1825	2052	3457	9718	5.15415	285	453	627	0	0.678843	0.281745	0.0320025	0.00679152	0.000617411	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR14	2012-08-18T21:05:59Z	0.28297	10.8127	12.2354	14.6607	1.11926	1.04675	3.42308	4799.37	0.25162	0.0460648	0.0709678	0.631348	0.256884	0.297452	0.271056	0.174607	0.214006	0.107845	0.119975	0.558174	1.29165	3.14007	3.96079	0.395331	3.08342	2.76575	3019	0.926329	1773	2136	3423	10047	5.17268	297	452	626	0	0.684284	0.273415	0.0366278	0.00517567	0.000497661	0	0
TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR15	2012-08-18T22:44:11Z	0.290821	10.6945	11.9641	14.3658	1.08834	1.076	3.36144	4799.8	0.261211	0.0593198	0.0586429	0.620826	0.260384	0.294875	0.268868	0.175873	0.213459	0.108974	0.116666	0.560902	1.38933	3.10331	4.64588	0.387993	2.90247	3.46305	3003	0.947667	1737	2047	3379.5	9903	5.04784	306	455	624	0.000201959	0.664445	0.289104	0.0422094	0.0039382	0.00010098	0	0
TCGA-AA-A01C-01A-22_W_VU_20121015_A0218_4F_R_FR01	2012-10-15T14:08:47Z	0.322031	17.2505	19.1951	22.999	1.11097	1.08089	4.56079	4799.66	0.238391	0.0663001	0.0531249	0.642184	0.249012	0.31785	0.269224	0.163915	0.21186	0.131643	0.150925	0.505571	1.15503	1.89622	4.71477	0.538265	2.56342	2.75415	3081	1.08034	1744	2595	3153	11266	4.78315	495	662	832	0	0.701225	0.2654	0.0312445	0.00186402	0.000266288	0	0
